module_type,path,status,notes
"resource","C:\home\vscode\bikube\app\Filament\Resources\PartnerResource\RelationManagers\AuditsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PartnerResource\RelationManagers\ContactsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PartnerResource\RelationManagers\ContractsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PartnerResource\RelationManagers\ServicesRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PartnerResource\RelationManagers\WebhookLogsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PartnerResource\RelationManagers\ZonesRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PaymentSettingResource\Pages\CreatePaymentSetting.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PaymentSettingResource\Pages\EditPaymentSetting.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PaymentSettingResource\Pages\ListPaymentSettings.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PayoutResource\Pages\CreatePayout.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PayoutResource\Pages\EditPayout.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PayoutResource\Pages\ListPayouts.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PriceEstimateLogResource\Pages\CreatePriceEstimateLog.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PriceEstimateLogResource\Pages\EditPriceEstimateLog.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PriceEstimateLogResource\Pages\ListPriceEstimateLogs.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PriceEstimateLogResource\Pages\ViewPriceEstimateLog.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PriceEstimateLogResource\Widgets\PriceEstimateLogsOverviewWidget.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PricingRuleResource\Pages\CreatePricingRule.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PricingRuleResource\Pages\EditPricingRule.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PricingRuleResource\Pages\ListPricingRules.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PricingRuleResource\Pages\ViewPricingRule.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\Pages\CreateRepairProject.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\Pages\EditRepairProject.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\Pages\ListRepairProjects.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\Pages\ProjectDashboard.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\RelationManagers\ClaimsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\RelationManagers\RepairMediaRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\RelationManagers\RepairUpdatesRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\RelationManagers\StagesRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\RelationManagers\TeamMembersRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource\RelationManagers\WorkWarrantiesRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairStageResource\Pages\CreateRepairStage.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairStageResource\Pages\EditRepairStage.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairStageResource\Pages\ListRepairStages.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairTeamMemberResource\Pages\CreateRepairTeamMember.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairTeamMemberResource\Pages\EditRepairTeamMember.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairTeamMemberResource\Pages\ListRepairTeamMembers.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RestaurantResource\Pages\CreateRestaurant.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RestaurantResource\Pages\EditRestaurant.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RestaurantResource\Pages\ListRestaurants.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RetailStoreResource\Pages\CreateRetailStore.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RetailStoreResource\Pages\EditRetailStore.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RetailStoreResource\Pages\ListRetailStores.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadHelperProfileResource\Pages\CreateRoadHelperProfile.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadHelperProfileResource\Pages\EditRoadHelperProfile.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadHelperProfileResource\Pages\ListRoadHelperProfiles.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsideEmergencyResource\Pages\CreateRoadsideEmergency.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsideEmergencyResource\Pages\EditRoadsideEmergency.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsideEmergencyResource\Pages\ListRoadsideEmergencies.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePartnerResource\Pages\CreateRoadsidePartner.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePartnerResource\Pages\EditRoadsidePartner.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePartnerResource\Pages\ListRoadsidePartners.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePresetResource\Pages\CreateRoadsidePreset.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePresetResource\Pages\EditRoadsidePreset.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePresetResource\Pages\ListRoadsidePresets.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ScheduleSlotResource\Pages\CreateScheduleSlot.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ScheduleSlotResource\Pages\EditScheduleSlot.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ScheduleSlotResource\Pages\ListScheduleSlots.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ScheduleSlotResource\Pages\ViewScheduleSlot.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ScheduleSlotResource\RelationManagers\EmployeesRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ScheduleSlotResource\RelationManagers\OrdersRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceCategoryResource\Pages\CreateServiceCategory.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceCategoryResource\Pages\EditServiceCategory.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceCategoryResource\Pages\ListServiceCategories.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceCategoryResource\Widgets\CategoriesOverviewWidget.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceCategoryResource\Widgets\CategoryServicesWidget.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceCategoryResource\Widgets\CategoryStatsWidget.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceJobResource\Pages\ListServiceJobs.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceJobResource\Pages\ViewServiceJob.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceTypeResource\Pages\CreateServiceType.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceTypeResource\Pages\EditServiceType.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceTypeResource\Pages\ListServiceTypes.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ShopResource\Pages\CreateShop.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ShopResource\Pages\EditShop.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ShopResource\Pages\ListShops.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialCareOrderResource\Pages\EditSocialCareOrder.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialCareOrderResource\Pages\ListSocialCareOrders.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialCareOrderResource\Pages\ViewSocialCareOrder.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialCareOrderResource\RelationManagers\VisitReportsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialHelperProfileResource\Pages\CreateSocialHelperProfile.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialHelperProfileResource\Pages\EditSocialHelperProfile.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialHelperProfileResource\Pages\ListSocialHelperProfiles.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialHelperProfileResource\Pages\ViewSocialHelperProfile.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SupportTicketResource\Pages\EditSupportTicket.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SupportTicketResource\Pages\ListSupportTickets.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SupportTicketResource\Pages\ViewSupportTicket.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SupportTicketResource\RelationManagers\MessagesRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SupportTicketResource\Widgets\SupportTicketsOverviewWidget.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SupportTicketResource\Widgets\TicketStatsWidget.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\TaskResource\Pages\CreateTask.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\TaskResource\Pages\EditTask.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\TaskResource\Pages\ListTasks.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\TaskResource\Relations\TaskEventsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\UserResource\Pages\CreateUser.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\UserResource\Pages\EditUser.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\UserResource\Pages\ListUsers.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\UserResource\RelationManagers\ClassifiedAdsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionPresetResource\Pages\CreateVehicleInspectionPreset.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionPresetResource\Pages\EditVehicleInspectionPreset.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionPresetResource\Pages\ListVehicleInspectionPresets.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionRequestResource\Pages\CreateVehicleInspectionRequest.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionRequestResource\Pages\EditVehicleInspectionRequest.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionRequestResource\Pages\ListVehicleInspectionRequests.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VirtualOffice\AgentResource\Pages\CreateAgent.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VirtualOffice\AgentResource\Pages\EditAgent.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VirtualOffice\AgentResource\Pages\ListAgents.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VirtualOffice\AgentResource\Pages\ViewAgent.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VirtualOffice\AgentResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WebhookLogResource\Pages\ListWebhookLogs.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WebhookLogResource\Pages\ViewWebhookLog.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkSpecificationResource\Pages\CreateWorkSpecification.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkSpecificationResource\Pages\EditWorkSpecification.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkSpecificationResource\Pages\ListWorkSpecifications.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkSpecificationResource\RelationManagers\ReviewsRelationManager.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkWarrantyResource\Pages\CreateWorkWarranty.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkWarrantyResource\Pages\EditWorkWarranty.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkWarrantyResource\Pages\ListWorkWarranties.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\AdCategoryResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\AdFeatureResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\AdImportResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\AdminIpRuleResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\AnalyticsResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ApiKeyResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\AssistantConversationResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\CarePlanResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\CareServiceResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ClaimResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ClassifiedAdResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ClientProfileResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\CommunityPointsBalanceResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\CouponResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\DeliveryOrderResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\DeliveryZoneResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\DispatchRuleSetResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\DisposalItemResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\DisposalPartnerResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\EcoCertificateResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\EcoTeamResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\EmployeeResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\EnhancementScript.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ErrandOrderDetailsResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ErrandTaskResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ExecutorBreakResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ExecutorShiftResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\FeatureFlagResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\GeoZoneResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\HandymanAssignmentResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\HandymanMaterialsEntryResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\LoyaltyBalanceResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\LoyaltyTransactionResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\OperationExceptionResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\OrderResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PartnerResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PaymentSettingResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PayoutResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PriceEstimateLogResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\PricingRuleResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairProjectResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairStageResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RepairTeamMemberResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RestaurantResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RetailStoreResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadHelperProfileResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsideEmergencyResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePartnerResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\RoadsidePresetResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ScheduleSlotResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceCategoryResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceJobResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ServiceTypeResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\ShopResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialCareOrderResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SocialHelperProfileResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\SupportTicketResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\TaskResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\UserResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionPresetResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\VehicleInspectionRequestResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WebhookLogResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkSpecificationResource.php","PENDING",""
"resource","C:\home\vscode\bikube\app\Filament\Resources\WorkWarrantyResource.php","PENDING",""
